hieroglyph	gardiner_codes	transliteration	english	occurrence
𓍿𓇋𓏏𓊍	V13,M17,X1,O40	Tit	dais	0.0
𓍿𓅱𓊍	V13,G43,O40	Tit	dais	0.0
𓍿𓇋𓍿𓇋𓂻	V13,M17,V13,M17,D54	TiTi	trot	0.0
𓍿𓅱	V13,G43	Tw	you	0.0
𓍿𓃹𓈖𓄏	V13,E34,N35,F16	Twn	gore (with horn)	0.0
𓍿𓃹𓈖𓂡	V13,E34,N35,D40	Twn	gore (with horn), stick (into)	0.0
𓍿𓅱𓏏	V13,G43,X1	Twt	you	0.0
𓍿𓃀	V13,D58,U103	Tb	crate	0.0
𓍿𓏏𓃀𓏊	V13,X1,D58,W22	Tbt	vase	0.0
𓍿𓃀𓅱𓋸	V13,D58,G43,S33	Tbw	sole (of foot)	0.0
𓍿𓃀𓏏𓋸𓋸	V13,D58,X1,S33,S33	Tbwty	sandals, soles (of feet)	0.0
𓍿𓃀𓅱𓏏𓏭𓋸	V13,D58,G43,X1,Z4,S33	Tbwty	sandals, soles (of feet)	0.0
𓍿𓃀𓋸	V13,D58,S33	Tbi	be shod, provide with sandals	0.0
𓍿𓃀𓈖𓂻	V13,D58,N35,D54	Tbn	be quick	0.0
𓍿𓃀𓉔𓈖𓂾𓂻𓏥	V13,D58,O4,N35,D56,D54,Z2	Tbhn	leap, prance (of animals)	0.0
𓍿𓉔𓃀𓈖𓂻𓈓	V13,O4,D58,N35,D54,N33A	Tbhn	leap, prance (of animals)	0.0
𓍿𓊪𓎛𓏏𓉐	V13,Q3,V28,X1,O1	TpHt	cavern, hole (of snake)	0.0
𓍿𓊪𓎛𓏏	V13,Q3,V28,X1,N44	TpHt	cavern	0.0
𓍿𓊪𓎛𓏏	V13,Q3,V28,X1,N44,N89	TpHt	cavern	0.0
𓍿𓌳𓎅𓈅𓏤	V13,U1,V19,N21,Z1	TmA	cadaster	0.0
𓍿𓌳𓋬	V13,U1,S23	TmA	cadaster	0.0
𓍿𓌳𓂝𓎡	V13,U1,D36,V31	TmA  a  .k	your arm is strong	0.0
𓍿𓅓𓎛𓌙𓀀	V13,G17,V28,T14,A1	TmH	Libyan	0.0
𓍿𓅓𓋴𓏞	V13,G17,S29,Y3	Tms	red, ruddy, violet	0.0
𓍿𓈖𓌙𓅯	V13,N35,T14,G41	Tn	where ?, whence ?	0.0
𓍿𓈖𓌙𓅯	V13,N35,T14,G41	Tni	lift up, promote, distinguish (from), be distinguised (of actions)	0.0
𓍿𓈖𓌙𓏛	V13,N35,T14,Y1	Tni	lift up, promote, distinguish (from), be distinguised (of actions)	0.0
𓍿𓈖𓌙𓅮𓏛	V13,N35,T14,G40,Y1	Tni	lift up, promote	0.0
𓍿𓈖𓏏𓌙𓅯𓏛	V13,N35,X1,T14,G41,Y1	Tnt	difference (between x and y)	0.0
𓍿𓈖𓏌𓏲𓌙𓅯𓀁	V13,N35,W24,Z7,T14,G41,A2	Tnw	distinction	0.0
𓍿𓈖𓇋𓀘	V13,N35,M17,A20	Tni	old man	0.0
𓍿𓈖𓇋𓎟	V13,N35,M17,V30	Tni	basin	0.0
𓍿𓈖𓌙𓇋𓊖	V13,N35,T14,M17,O49	Tni	Thinis	0.0
𓍿𓈖𓊖	V13,N35,O49	Tni	Thinis	0.0
𓍿𓈖𓇋𓏭𓊖	V13,N35,M17,Z4,O49	Tni	Thinis	0.0
𓍿𓈖𓌙𓅯𓏌𓅱𓏛	V13,N35,T14,G41,W24,G43,Y1	Tnw	number, counting, numbering, each, every, every time that	0.0
𓍿𓈖𓏌𓅱𓏛𓏥	V13,N35,W24,G43,Y1,Z2	Tnw	number	0.0
𓍿𓏌𓏝	V13,W24,Y2	Tnw	number	0.0
𓍿𓈖𓏌𓅱𓏏𓏛𓏥	V13,N35,W24,G43,X1,Y1,Z2	Tnwt	quantity, number, numbering, census (of cattle, prisoners, the dead)	0.0
𓍿𓈖𓏏𓌙𓅯𓏛	V13,N35,X1,T14,G41,Y1	Tnwt	census (of the dead)	0.0
𓍿𓈖𓏌𓅱𓏏𓃒𓏥	V13,N35,W24,G43,X1,E1,Z2	Tnwt	census (of cattle)	0.0
𓍿𓈖𓏏𓌙𓅯𓎱	V13,N35,X1,T14,G41,W3	Tnwt	census (of the dead)	0.0
𓍿𓈖𓌙𓅯𓈗𓂋𓏤	V13,N35,T14,G41,N35A,D21,Z1	Tn  r	reminder, explanation	0.0
𓍿𓈖𓌙𓅯𓏝𓏌𓅱𓂋	V13,N35,T14,G41,Y2,W24,G43,D21	Tn  r	reminder, explanation	0.0
𓍿𓈖𓆑𓀁	V13,N35,I9,A2	Tnf	enjoyment	0.0
𓍿𓈖𓆑𓏏𓋳	V13,N35,I9,X1,S28	Tnft	bag	0.0
𓍿𓈖𓆑𓇋𓇋𓏏𓋳	V13,N35,I9,M17,M17,X1,S28	Tnfyt	sail	0.0
𓍿𓇑𓇑𓈖𓏏𓉐	V13,M22,M22,N35,X1,O1	Tnnt	sanctuary at Memphis	0.0
𓍿𓈖𓈖𓏏𓉐	V13,N35,N35,X1,O1	Tnnt	sanctuary at Memphis	0.0
𓍿𓈖𓏥𓂋𓏤𓂡	V13,N35,Z2,D21,Z1,D40	Tnr	eager, valour	0.0
𓍿𓈖𓁷𓂋𓏌𓅭	V13,N35,D2,D21,W24,G39	TnHr	hawk	0.0
𓍿𓈖𓏏𓏏𓃒𓏥	V13,N35,X1,X1,E1,Z2	Tntt	sacred cattle	0.0
𓍿𓈖𓅷𓏏𓊍	V13,N35,G47,X1,O40	TnTAt	dais	0.0
𓍿𓈖𓏏𓏏𓊍	V13,N35,X1,X1,O40	TnTAt	dais	0.0
𓍿𓂋𓏏𓆭	V13,D21,X1,M1	Trt	willow	0.0
𓍿𓂋𓇋𓇋𓏏𓀢	V13,D21,M17,M17,X1,A30	Tryt	complaint	0.0
𓍿𓂋𓊪𓅾	V13,D21,Q3,G54	Trp	an edible bird (goose ?)	0.0
𓍿𓂋𓅓𓁻	V13,D21,G17,D6	Trm	wink	0.0
𓍿𓉔𓅓𓀁	V13,O4,G17,A2	Thm	harry	0.0
𓍿𓉔𓅓𓂻	V13,O4,G17,D54	Thm	hunt	0.0
𓍿𓎛𓅱𓀁	V13,V28,G43,A2	THw	rejoice	0.0
𓍿𓎛𓅱𓄑𓏥	V13,V28,G43,F18,Z2	THw	rejoice	0.0
𓍿𓎛𓅱𓀁	V13,V28,G43,A2	THw	joy	0.0
𓍿𓎛𓅱𓄑𓏛𓏥	V13,V28,G43,F18,Y1,Z2	THw	joy	0.0
𓍿𓎛𓈖𓂻	V13,V28,N35,D54	THn	meet, engage (with enemy)	0.0
𓍿𓎛𓈖𓂝	V13,V28,N35,D36	THn	lance ? (an infected place)	0.0
𓍿𓎛𓈖𓋥	V13,V28,N35,S17	THn	gleam, glittering	0.0
𓍿𓎛𓋤𓈖𓏏𓈓	V13,V28,S16,N35,X1,N33A	THnt	faience	0.0
𓍿𓌙𓎛𓏌𓏌𓏌𓈀	V13,T14,V28,W24,W24,W24,N18	THnw	Libya	0.0
𓍿𓎛𓎛𓄑𓀁	V13,V28,V28,F18,A2	THH	exult	0.0
𓍿𓎛𓎛𓏏𓅱𓏛𓏥	V13,V28,V28,X1,G43,Y1,Z2	THHwt	exultation	0.0
𓍿𓎛𓎛𓏏𓀁𓏪	V13,V28,V28,X1,A2,Z3	THHwt	exultation	0.0
𓍿𓋴𓀉	V13,S29,A7	Ts	sit	0.0
𓍿𓊃𓋭𓏤	V13,O34,S24,Z1	Ts	vertebra, spine	0.0
𓍿𓊃𓍢𓏤	V13,O34,V1,Z1	Ts	vertebra, spine	0.0
𓍿𓊃𓏏𓄑	V13,O34,X1,F18	Tst	tooth	0.0
𓍿𓊃𓋭𓏏𓈉	V13,O34,S24,X1,N25	Tst	ridge, range	0.0
𓍿𓊃𓋭	V13,O34,S24	Ts	tie on (fillet)	0.0
𓍿𓊃𓌙	V13,O34,T14	Ts	marshal (troops), levy (troops)	0.0
𓍿𓊃𓍞𓏛	V13,O34,U39,Y1	Ts	marshal (troops), levy (troops)	0.0
𓍿𓊃𓍞𓂝	V13,O34,U39,D36	Tsi	raise, lift up, set up (ruined walls)	0.0
𓍿𓊃𓍞𓊫𓂡	V13,O34,U39,Q4,D40	Tsi	raise, lift up	0.0
𓍿𓊃𓍞𓏛	V13,O34,U39,Y1	Tsi	raise, lift up	0.0
𓍿𓊃𓌙	V13,O34,T14	Ts	support	0.0
𓍿𓊃𓌙𓏏𓏥	V13,O34,T14,X1,Z2	Tst	station (in life)	0.0
𓍿𓊃𓍞𓂻𓂻𓏏𓏥	V13,O34,U39,D54,D54,X1,Z2	Ts  nmtt	undertake journeys	0.0
𓍿𓊃𓂻𓈖𓌰𓅓𓏏𓏏𓂻𓏥	V13,O34,D54,N35,T34,G17,X1,X1,D54,Z2	Ts  nmtt	undertake journeys	0.0
𓍿𓊃𓍞𓏛	V13,O34,U39,Y1	Tsi	be angry (with), bear a grudge (against)	0.0
𓍿𓊃𓌙	V13,O34,T14	Tsi	be angry (with), bear a grudge (against)	0.0
𓍿𓊃𓀁	V13,O34,A2	Tsi	be angry (with), bear a grudge (against)	0.0
𓍿𓊃𓏏𓍞𓏛𓏥	V13,O34,X1,U39,Y1,Z2	Tst	complaint	0.0
𓍿𓊃𓅱𓂋𓏏𓏖	V13,O34,G43,D21,X1,X6	Tswrt	an offering loaf	0.0
𓍿𓊃𓅓𓄛	V13,O34,G17,F27	Tsm	hound, dog	0.0
𓍿𓏏𓆑𓂻	V13,X1,I9,D54	Ttf	flow down, overflow	0.0
𓎁𓀜	V15,A24	iTi	take, take possession of,conduct, remove, arrest, conquer, spend, pass, move, rob	0.0
𓎁𓏏𓂡	V15,X1,D40	iTi	take (for use)	0.0
𓎁𓏏𓏲𓀜𓀀	V15,X1,Z7,A24,A1	iTw	thief	0.0
𓎁𓀜𓎛𓊪𓏏𓊦	V15,A24,V28,Q3,X1,P10	iT  Hpt	travel by boat	0.0
𓎂𓉐𓏤	V16,O1,Z1	sA	byre	0.0
𓎂𓀀𓏥	V16,A1,Z2	sA	phyle (of priests), company, regiment (of troops), troop (of animals)	0.0
𓎂𓄿	V16,G1,D96	sAw	guard, ward off, restrain, heed	0.0
𓎂𓅱𓏏𓊖	V16,G43,X1,O49	sAwty	Asyut (Lycopolis)	0.0
𓎂𓏤𓇾𓈅𓏤	V16,Z1,N16,N21,Z1	sA  tA	reverence ?	0.0
𓎃𓏤𓏛𓏥	V17,Z1,Y1,Z2	sA	protection	0.0
𓎃𓀀𓏥	V17,A1,Z2	sA	phyle (of priests), company, regiment (of troops), troop (of animals)	0.0
𓎃𓅱𓀀	V17,G43,A1	sAw	magician	0.0
𓎅𓏤𓈇	V19,Z1,N23	TmA	cadaster	0.0
𓍬𓏏𓂻	V2,X1,D54	sTA	see under other entries for sTA	0.0
𓍬𓏏𓄿𓂻	V2,X1,G1,D54	sTA	see under other entries for sTA	0.0
𓍬𓏏𓏏𓊌	V2,X1,X1,O39	stAt	aroura (of land), sheet (of metal)	0.0
𓍬𓏏𓏏𓈇𓏤	V2,X1,X1,N23,Z1	stAt	aroura (of land), sheet (of metal)	0.0
𓍬𓏏𓏏𓆱	V2,X1,X1,M3	stAt	roller (for moving ship)	0.0
𓍬𓏏	V2,X1,J2	stAw	injury	0.0
𓍬𓄹𓏥	V2,F51,Z2	stAw	injury	0.0
𓍬𓏏𓏲	V2,X1,Z7	stAw	injury	0.0
𓎆𓎆𓎆𓀙𓀀𓏥	V20,V20,V20,A21,A1,Z2	mabAyw	the Thirty (a judicial body)	0.0
𓎆𓎆𓎆𓃀𓇋𓇋𓏏𓉐𓏪	V20,V20,V20,D58,M17,M17,X1,O1,Z3	mabAyt	House of the Thirty	0.0
𓎆𓎆𓎆𓏏𓉐	V20,V20,V20,X1,O1	mabAyt	House of the Thirty	0.0
𓎆𓎆𓎆𓇋𓇋𓏏𓉐𓏥	V20,V20,V20,M17,M17,X1,O1,Z2	mabAyt	House of the Thirty	0.0
𓎆𓎆𓎆𓈔	V20,V20,V20,N34	mabA	harpoon	0.0
𓎓𓈗	V21,N35A	mD	deep	0.0
𓎓	V21	mD	deep	0.0
𓎓𓏛	V21,Y1	mD	deep	0.0
𓎓𓏏𓉐	V21,X1,O1	mDt	byre	0.0
𓎔𓂣	V22,D42	mH	cubit	0.0
𓎔𓇾	V22,N16	mH  tA	land cubit  (one hundredth of one aroura)	0.0
𓎔𓏛𓂋𓂧𓂾𓂾	V22,Y1,D21,D46,D56,D56	mH  rdwy	hurry !	0.0
𓎔𓏛𓄤𓆑𓂋	V22,Y1,F35,I9,D21	mH  nfr	render good account	0.0
𓎔𓏛𓅓	V22,Y1,G17	mH  m	full measure	0.0
𓎔𓏛𓆑𓏏	V22,Y1,J1,I9,X1	mH  xft	act according to	0.0
𓎔𓏏𓏝𓂂	V22,X1,Y2,D12	mHt	the complete eye (of Horus)	0.0
𓎔𓏛𓄣𓏤	V22,Y1,F34,Z1	mH  ib	one who is trusted, confidant	0.0
𓎔𓏛𓄣𓏤𓅓	V22,Y1,F34,Z1,G17	mH  ib  m	trust in	0.0
𓎔𓂡	V22,D40	mH	seize, lay hold of, grasp (instructions), capture	0.0
𓎔𓂝𓀁	V22,D36,A2	mHi	be concerned (for), take thought (for), ponder (on)	0.0
𓎔𓂝𓀁	V22,D36,A2	mHi	care	0.0
𓎔𓂝𓎛𓏭𓀁𓏪	V22,D36,V28,Z4,F37B,A2,Z3	mHi	take thought (for), ponder (on)	0.0
𓎔𓇋𓇋𓀭	V22,M17,M17,A40	mHy	guardian	0.0
𓎔𓂝𓎛𓀭	V22,D36,V28,A40	mHy	guardian	0.0
𓎔𓂝𓇋𓇋𓀭	V22,D36,M17,M17,A40	mHy	guardian	0.0
𓎔𓂝𓎛𓇋𓇋𓀭	V22,D36,V28,M17,M17,A40	mHy	guardian	0.0
𓎔𓏏𓎺	V22,X1,W10	mHt	bowl	0.0
𓎔𓏏𓋼	V22,X1,S36	mHt	fan ?	0.0
𓎔𓎛𓈗	V22,V28,N35A	mHi	drown, bedrowned, overflow (of Nile), inundate (land), swim	0.0
𓎔𓎛𓈙	V22,V28,D117,N37	mHi	inundate (land)	0.0
𓎔𓎛𓈗	V22,V28,N35A	mHi	launch (a vessel)	0.0
𓎔𓏏𓈗	V22,X1,N35A	mHt	flood waters	0.0
𓎔𓏏𓇇	V22,X1,M15	mHt	the Delta marshes	0.0
𓎔𓏏𓏭𓈇	V22,X1,Z4,N23	mHty	northern	0.0
𓎔𓏏𓏭𓈇	V22,X1,Z4,N23	mHty	North	0.0
𓎔𓏏𓏭𓈇𓅓	V22,X1,Z4,N23,G17	mHt  m	northward to	0.0
𓎔𓏏𓏭𓈇𓂋	V22,X1,Z4,N23,D21	mHt  r	northward to	0.0
𓎔𓏏𓏏	V22,X1,X1	mHtt	north	0.0
𓎔𓅂𓏥	V22,G4,Z2	mHtyw	northerners	0.0
𓎔𓏏𓅂𓈇𓌙𓀀𓏥	V22,X1,G4,N23,T14,A1,Z2	mHtyw	northerners	0.0
𓎔𓎛𓇋𓇋𓏏𓊡	V22,V28,M17,M17,X1,P5	mHyt	north wind, storm from the north, ''norther''	0.0
𓎔𓏏𓊡	V22,X1,P5	mHyt	north wind	0.0
𓎔𓎛𓇋𓇋𓏏𓊡𓈗	V22,V28,M17,M17,X1,P5,N35A	mHyt	storm from the north	0.0
𓎔𓎛𓏏𓇇𓆰𓏪	V22,V28,X1,M15,M2,Z3	mHyt	papyrus plant, clump of papyrus	0.0
𓎔𓎛𓅱𓇇	V22,V28,G43,M15	mHw	Lower Egypt, Lower Egyptian	0.0
𓎔𓎛𓈗𓋴𓀭	V22,V28,N35A,S29,A40	mHw .s	Crown of Lower Egypt	0.0
𓎔𓂝𓎛𓏭𓆰𓏥	V22,D36,V28,Z4,F37B,M2,Z2	mHy	flax	0.0
𓎔𓂝𓎛𓏯	V22,D36,V28,Z5	mHaw	flax	0.0
𓎔𓎛𓅱𓆰	V22,V28,G43,M2	mHw	linen thread	0.0
𓎔𓎛𓇋𓇋𓏏𓆛𓏥	V22,V28,M17,M17,X1,K1,Z2	mHyt	fish	0.0
𓎔𓏏𓆛𓏥	V22,X1,K1,Z2	mHyt	fish	0.0
𓎔𓇋𓇋𓏏𓆛𓏥	V22,M17,M17,X1,K1,Z2	mHyt	fish	0.0
𓎔𓎛𓏲𓊝𓆛𓀀	V22,V28,Z7,P2,K1,A1	mHw	hunter	0.0
𓎔𓃹𓈖𓏌𓌪	V22,E34,N35,W24,T30	mHwnw	slaughter	0.0
𓎔𓈖𓆗	V22,N35,I12	mHn	coil (of serpents)	0.0
𓎔𓈖𓏌	V22,N35,W24	mHn	coil (of serpents)	0.0
𓎔𓈖𓆗	V22,N35,I12	mHn	the coiled one  ( a serpent spirit)	0.0
𓎔𓈖𓆗	V22,N35,I12	mHn	a board - game	0.0
𓎔𓈖𓇋𓇋𓏏𓆗	V22,N35,M17,M17,X1,I12	mHnyt	the Coiled one	0.0
𓎗𓎛𓅱𓊲	V24,V28,G43,R3	wdHw	offering table	0.0
𓎗𓅱𓆓𓎛𓅱𓊲	V24,G43,I10,V28,G43,R3	wdHw	offering table	0.0
𓎗𓅱𓏛	V24,G43,Y1	wD	command, make a command, enjoin (an instruction), decree (someone to)	0.0
𓎗𓅱𓏛	V24,G43,Y1	wD	allot, decree (something to), commit, commend (someone to), entrust (a matter)	0.0
𓎗𓅱𓏛	V24,G43,Y1	wD	command, (written) decree, despatch, precept	0.0
𓎗𓅱𓍼𓏤	V24,G43,V12,Z1	wD	(written) decree, despatch	0.0
𓎗𓅱𓉸	V24,G43,O26	wD	(written) decree, despatch	0.0
𓎗𓅱𓏏𓏛	V24,G43,X1,Y1	wDt	command, decree	0.0
𓎗𓌃𓏛𓏥	V24,S43,Y1,Z2	wD  mdw	command, control, govern	0.0
𓎗𓏏𓌃𓏛	V24,X1,S43,Y1	wDt  mdw	command	0.0
𓎗𓏏𓌃𓂧𓏲𓏛	V24,X1,S43,D46,Z7,Y1	wDt  mdw	command	0.0
𓎗𓅱𓏛𓁶𓏤	V24,G43,Y1,D1,Z1	wD  tp	give orders ?	0.0
𓎗𓅱𓆓𓂡	V24,G43,I10,D40	wD	act as pilot, pilot,	0.0
𓎗𓅱𓅱𓃒𓏥	V24,G43,G43,E1,Z2	Hww	cattle	0.0
𓎗𓅱𓆓𓉸	V24,G43,I10,O26	wD	stela	0.0
𓎗𓃀𓄲𓂻	V24,D58,F46,D54	wDb	fold over, turn, turn back, revert, divert, direct, recur	0.0
𓎗𓃀𓈄	V24,D58,N20	wDb	turn (to)	0.0
𓎗𓃀𓂽	V24,D58,N21A,D55	wDb	turn	0.0
𓎗𓅱𓆓𓃀𓏯𓂻	V24,G43,I10,D58,Z5,D54	wDb	turn back	0.0
𓎗𓃀𓄲𓂻𓂝𓏤	V24,D58,F46,D54,D36,Z1	wDb  a	turn the hand away, desist, compose oneself, turn oneself about	0.0
𓎗𓃀𓂾	V24,D58,N21A,D56	wDb  rd	reversion ( of offerings from temple to tomb), a reversion-offering	0.0
𓎗𓃀𓂋𓂧𓂾	V24,D58,N21A,D21,D46,D56	wDb  rd	reversion (of offerings from temple to tomb), a reversion offering	0.0
𓎗𓃀𓈅𓏏	V24,D58,N21,J1,X1	wDb  xt	divert (offerings), reversion-offering	0.0
𓎗𓃀𓏤	V24,D58,N21A,Z1	wDb	river-bank, riparian-lands, sea-shore	0.0
𓎗𓃀𓈄𓈇𓏤	V24,D58,N20,N23,Z1	wDb	river bank	0.0
𓎗𓅱𓎛	V24,G43,V28,D82	wDH	wean	0.0
𓎗𓈖𓎡𓈖𓂿	V24,Y1V,N35,V31,N35,D57	wD  nkn	do harm, execute sentence	0.0
𓎘𓎛𓏌𓂝	V25,V28,W24,D36	wdH	pour out, pour off	0.0
𓎘𓎛𓅱𓎿	V25,V28,G43,W14	wdHw	offering table	0.0
𓎘𓎛𓏌𓏲	V25,V28,W24,Z7	wdHw	offering table	0.0
𓎘𓅱𓏛	V25,G43,Y1	wD	see other entries under wD   (command etc)	0.0
𓎘𓅱𓆓𓏛	V25,G43,I10,Y1	wD	see other entries under wD  (command  etc)	0.0
𓎘𓏏𓏛	V25,X1,Y1	wDt	command, decree	0.0
𓎘𓏏𓍼𓏤	V25,X1,V12,Z1	wDt	command, decree	0.0
𓎘𓏏𓅱	V25,X1,G43,Y1V	wDt	command, decree	0.0
𓎘𓅱𓆓𓏏𓏛	V25,G43,I10,X1,Y1	wDt	command, decree	0.0
𓎘𓅱𓏛𓌃𓂧𓅱	V25,G43,Y1,S43,D46,G43	wD  mdw	command, control, govern	0.0
𓎘𓅱𓏛𓌃𓂧𓅱	V25,G43,Y1,S43,D46,G43	wD  mdw	command	0.0
𓎘	V25,A200	wD	pilot (someone)	0.0
𓎘𓅱𓂻	V25,G43,D54	wDi	depart, stray (of cattle)	0.0
𓎘𓇋𓇋𓏏𓂻	V25,M17,M17,X1,D54	wDyt	campaign, expedition, journey	0.0
𓎘𓅱𓇋𓇋𓏏𓂻	V25,G43,M17,M17,X1,D54	wDyt	campaign, expedition, journey	0.0
𓎘𓇋𓇋𓏏𓊛	V25,M17,M17,X1,P1	wDyt	campaign, expedition	0.0
𓎘𓅱𓉸	V25,G43,O26	wD	stela	0.0
𓎘𓅱𓊌	V25,G43,O39	wD	stela	0.0
𓎘𓅱𓏛	V25,G43,Y1	wD	stela	0.0
𓎘𓅱𓍼𓉸	V25,G43,V12,O26	wD	stela	0.0
𓎘𓏏𓏤𓏛𓊌	V25,X1,Z1,Y1,O39	wD	stela	0.0
𓎘𓅱𓍼	V25,G43,V12	wD	inscription	0.0
𓎘𓅱𓏝	V25,G43,Y2	wD	inscription	0.0
𓎘𓅱	V25,G43,W70	wD	jug	0.0
𓎘𓃀𓏲𓄶𓏏𓏛𓏥	V25,D58,Z7,F48,J1,X1,Y1,Z2	wDb  xt	divert (offerings), a reversion offering	0.0
𓎘𓃀𓄲	V25,D58,F46	wDb	folded cloth	0.0
𓎘𓃀𓈄𓏥	V25,D58,N20,Z2	wDb	sea shore	0.0
𓎘𓃀𓅱𓄲𓈅𓏥	V25,D58,G43,F46,N21,Z2	wDb	riparian lands	0.0
𓎘𓎛𓊮	V25,V28,Q7	wDH	cast (metal)	0.0
𓎘𓎛𓉿	V25,V28,O31	wDH	door of cast metal	0.0
𓎘𓎛𓀔	V25,V28,A17	wDH	wean, weaned child	0.0
𓎘𓎛𓀖	V25,V28,A18	wDH	weaned child (of royalty)	0.0
𓎘𓎛𓅱𓊲	V25,V28,G43,R3	wdHw	offering table	0.0
𓎘𓅱𓊌𓂸𓏏𓌙𓌙	V25,G43,O39,D52,X1,T14,T14	mtr	instruct	0.0
𓎙𓏤𓆱	V26,Z1,M3	aD	spool, reel	0.0
𓎙𓏛	V26,Y1	aD	be safe	0.0
𓎙𓂧𓏛	V26,D46,Y1	aD	be safe	0.0
𓎙𓂧	V26,D46,Y1V	aD	perceive	0.0
𓎙𓂧𓌻𓂡	V26,D46,U7,D40	aD	hack up, destroy	0.0
𓎙𓂧𓌻𓀜	V26,D46,U7,A24	aD	hack up, destroy	0.0
𓎙𓆓𓈇𓏤	V26,I10,N23,Z1	aD	edge, margin (of cultivation)	0.0
𓎙𓈇	V26,N23	aD	edge, margin (of cultivation)	0.0
𓎙𓆓𓊌𓏥	V26,I10,O39,Z2	aD	fat, grease	0.0
𓎙𓂧𓊌	V26,D46,O39	aD	fat, grease	0.0
𓎙𓏌𓏥	V26,W24,Z2	aD	fat, grease	0.0
𓎙𓂧𓏌𓏥	V26,D46,W24,Z2	aD	fat, grease	0.0
𓎙𓂧𓏭𓈒𓏥	V26,D46,Z4,N33,Z2	aD	fat, grease	0.0
𓎙𓆓𓀜	V26,I10,A24	aD	fatten ?	0.0
𓎙𓆓𓇋𓇋𓏲𓀜	V26,I10,M17,M17,Z7,A24	aDyw	winnowers	0.0
𓎙𓂧𓏲𓆛𓏤	V26,D46,Z7,K1,Z1	aDw	Buri fish	0.0
𓎙𓂧𓌻𓂡𓈘	V26,D46,U7,D40,N36	aD  mr	administrator	0.0
𓎙𓏏𓊞	V26,X1,P3	manDt	day - barque (of sun god)	0.0
𓎚𓏏	V27,X1,A15A	aDt	slaughter, massacre	0.0
𓎛𓄿𓏳	V28,G1,Z8	AH	type of bread	0.0
𓎛𓄿𓏏𓈅𓏥	V28,G1,X1,N21,Z2	AHwt	fields, arable lands, earth, mould	0.0
𓎛𓎘𓅱𓊲	V28,V25,G43,R3	wdHw	offering table	0.0
𓎛𓎘𓏌𓂝	V28,V25,W24,D36	wDH	pour out	0.0
𓎛𓅓𓎔	V28,G17,V22	mHi	inundate (land)	0.0
𓎛𓄿𓏒	V28,G1,X4	AH	bread	0.0
𓎛𓄿𓀠	V28,G1,A28	HAi	mourn, wail, screech (of falcon), dance (at funeral)	0.0
𓎛𓀠	V28,A28	HAi	screech (of falcon)	0.0
𓎛𓄿𓅯	V28,G1,G41	HAi	screech (of falcon)	0.0
𓎛𓄿𓇋	V28,G1,M17	HAi	wail	0.0
𓎛𓄿	V28,G1,A73	HAi	mourn	0.0
𓎛𓄿	V28,G1,D81	HAi	mourn	0.0
𓎛𓄿	V28,G1	HA	would that !,    O !	0.0
𓎛𓄿𓏏𓉬	V28,G1,X1,O18	HAt	tomb	0.0
𓎛𓄿𓅆	V28,G1,N76A,G7	HA	the desert god	0.0
𓎛𓄿𓇋𓇋𓋳	V28,G1,M17,M17,S28	HAy	be naked	0.0
𓎛𓇉𓄿𓏏𓀀	V28,M16,G1,X1,A1	HAwty	naked man	0.0
𓎛𓇉𓅱𓏛𓏥	V28,M16,G43,Y1,Z2	HAw	wealth, increase	0.0
𓎛𓇉𓄿𓅱𓏪	V28,M16,G1,G43,M43A,Z3	HAw	vintage	0.0
𓎛𓄿𓏏𓏭𓄣	V28,G1,X1,Z4,F34	HAty	heart, central chest, thought	0.0
𓎛𓄿𓂝𓏤𓃀𓀜	V28,G1,D36,Z1,D58,A24	HAab	a bad quality	0.0
𓎛𓇉𓄿𓊪𓏛	V28,M16,G1,Q3,Y1	HAp	secret, mysterious	0.0
𓎛𓄿𓈗𓎺	V28,G1,N35A,W10	HAmw	type of wine	0.0
𓎛𓇉𓄿𓈎𓀜	V28,M16,G1,N29,A24	HAq	carry off (captives)	0.0
𓎛𓇉𓎼𓀁	V28,M16,W11,A2	HAg	be glad	0.0
𓎛𓄿𓍘𓇋𓋳	V28,G1,U33,M17,S28	HAti	cloak	0.0
𓎛𓄿𓏏𓋳	V28,G1,X1,S28	HAti	cloak	0.0
𓎛𓇉𓄿𓍘𓇋𓁺	V28,M16,G1,U33,M17,D5	HAti	bleariness (of eyes)	0.0
𓎛𓇉𓄿𓍘𓇋𓇲	V28,M16,G1,U33,M17,N4	HAti	bleariness (of eyes)	0.0
𓎛𓄿𓂧	V28,G1,D46,T89	HAd	fish trap, trap fish	0.0
𓎛𓇉𓄿𓂧𓆱	V28,M16,G1,D46,M3	HAd	fish-trap	0.0
𓎛𓄿𓂧𓂸	V28,G1,D46,D52	HAd	lust	0.0
𓎛𓂝𓄻𓏥	V28,D36,F51B,Z2	Haw	body	0.0
𓎛𓂝𓄻𓎟	V28,D36,F51B,V30	Haw  nb	all people	0.0
𓎛𓄹𓄹𓄹𓀀	V28,F51,F51,F51,A1	Ha .i	myself	0.0
𓎛𓂝𓉐	V28,D36,O1	Ha	palace	0.0
𓎛𓂝𓏏𓍢	V28,D36,X1,V1	Hat	wick (of lamp)	0.0
𓎛𓂝𓏏	V28,D36,D133,X1	Hat	wick	0.0
𓎛𓂝𓀠𓀁	V28,D36,A28,A2	Hai	joyful	0.0
